整租 · 世纪星 1室0厅 4900元,丰台宋家庄,4900元/月
国融国际 1室1厅 4600元,亦庄开发区亦庄,4600元/月
整租 · 长桥园公寓 1室1厅 4300元,通州通州北苑,4300元/月
运河湾 1室1厅 4300元,通州武夷花园,4300元/月
杨庄22号院 1室0厅 3400元,通州通州北苑,3400元/月
整租 · 达富苑 1室1厅 4300元,通州果园,4300元/月
整租 · 永泰西里 1室1厅 4600元,海淀清河,4600元/月
东兴一区 1室1厅 3000元,顺义顺义城,3000元/月
整租 · 双龙南里 1室1厅 4900元,朝阳华威桥,4900元/月
整租 · 磨房南里 1室1厅 5000元,朝阳北工大,5000元/月
常青藤嘉园 1室0厅 5000元,西城马连道,5000元/月
整租 · 双龙南里 1室1厅 4800元,朝阳华威桥,4800元/月
富强西里 1室1厅 3300元,大兴黄村中,3300元/月
整租 · 依翠园 1室1厅 4300元,石景山鲁谷,4300元/月
整租 ·   随时可看，随时可入住，朝南开间，落地阳台拎包入住,朝阳方庄,5000元/月
矩阵二期 1室1厅 4500元,昌平回龙观,4500元/月
时尚街区西区 1室0厅 3600元,通州梨园,3500元/月
整租 · 义宾南区 1室1厅 3700元,顺义顺义城,3700元/月
整租 ·   7号线   达官营  荣丰经典小开间,西城广安门,3300元/月
整租 ·   短租2-3个月 随时入住 交通方便,朝阳管庄,3800元/月
整租 · 美然动力A3区 1室0厅 4900元,朝阳定福庄,4900元/月
整租 · 西辛南区 1室1厅 3000元,顺义顺义城,3000元/月
整租 · 双龙南里 1室1厅 4900元,朝阳华威桥,4900元/月
整租 ·   荣丰一期开间 地铁7号线达官营 户型方正 落地窗,西城广安门,3600元/月
整租 · 马连道中里 1室1厅 4700元,西城马连道,4700元/月
贵园北里戊区 1室1厅 4200元,亦庄开发区亦庄,4200元/月
整租 · 东晶国际 1室1厅 4800元 跃层,亦庄开发区亦庄,4800元/月
灵秀山庄 1室0厅 4500元,大兴旧宫,4500元/月
整租 · 新通国际花园 1室1厅 4500元,通州梨园,4500元/月
整租 · 郭庄北里 1室1厅 4100元,东城永定门,4100元/月
建材城西二里 1室1厅 4600元,海淀西三旗,4600元/月
整租 · 玺萌鹏苑   开间   全齐拎包入住,丰台草桥,4300元/月
整租 ·   简单装修，为你而选，为你为家。,朝阳劲松,4000元/月
整租 · 云景西里南区 1室1厅 3800元,通州梨园,3800元/月
整租 ·   玉泉路 一居室 可长租 随时看房,石景山玉泉路,3900元/月
整租 ·   甘露园南里低楼层一居，家具家电齐全，拎包入住,朝阳甘露园,4500元/月
东四块玉南街30号院 1室1厅 4500元,东城左安门,4500元/月
黑窑厂西里 1室1厅 5000元,西城陶然亭,5000元/月
电建北院 1室1厅 4400元,朝阳定福庄,4400元/月
整租 · 角门东里 1室1厅 4800元,丰台角门,4800元/月
里仁街6号院 1室1厅 4800元,西城右安门内,4800元/月
7号线 达官营  荣丰一期经典开间,西城广安门,3800元/月
整租 ·    中海御鑫阁 精装修 一居室  随时可住  家具家电齐全,丰台科技园区,4000元/月
红木林 1室1厅 4500元,大兴枣园,4500元/月
整租 · 首开畅心园 1室1厅 5000元,朝阳常营,5000元/月
翠成馨园 1室1厅 4500元,朝阳垡头,4500元/月
清秀园北区 1室0厅 2800元,昌平东关,2800元/月
整租 · 三星庄园 1室1厅 3700元,丰台马家堡,3700元/月
整租 · 马家堡67号院 1室1厅 4600元,丰台角门,4600元/月
东晶国际 1室1厅 4300元,亦庄开发区亦庄,4300元/月
时尚街区东区 1室1厅 4300元,通州梨园,4300元/月
彩虹城三区 1室1厅 5000元,丰台赵公口,5000元/月
双兴东区 1室1厅 3500元,顺义顺义城,3500元/月
八角北路 1室1厅 3800元,石景山八角,3800元/月
玺萌丽苑 1室0厅 4100元,丰台草桥,4100元/月
整租 · 荣丰2008 1室0厅 4500元,西城广安门,4500元/月
东关北里小区 1室1厅 3000元,昌平东关,3000元/月
美然百度城 1室0厅 3300元,通州玉桥,3300元/月
岳各庄四环 紫辰院中堂阅园小区 南向开间 随时看房,丰台岳各庄,4900元/月
依翠园 1室1厅 3800元,石景山鲁谷,3800元/月
整租 · 当代名筑 1室0厅 3600元,通州梨园,3600元/月
整租 · 和义东里二区 1室1厅 3500元,丰台和义,3500元/月
整租 · 天天朝阳 1室0厅 4900元,朝阳甘露园,4900元/月
整租 ·   西城广安门低楼层朝南一居室，集中供暖,西城广安门,4500元/月
整租 ·   14号线方庄站周边精装修，家具家电齐全，拎包入住,朝阳方庄,4700元/月
天恒乐活城 1室1厅 3000元,房山阎村,3000元/月
整租 · 马家堡西里 1室1厅 4000元,丰台马家堡,4000元/月
整租 · 万年花城回迁 1室1厅 5000元,丰台玉泉营,5000元/月
整租 · 酒仙桥八街坊 1室1厅 5000元,朝阳酒仙桥,5000元/月
西营前街 1室1厅 4500元,通州新华大街,4500元/月
整租 · 恬心家园 1室1厅 5000元,西城白纸坊,5000元/月
整租 ·   双桥 朝阳旺角 集中供暖 带电梯,朝阳双桥,4300元/月
长城国际 1室1厅 4500元,通州通州北苑,4500元/月
毛纺厂南小区 1室1厅 4500元,海淀清河,4500元/月
整租 ·   带电梯正南向一居室，家具家电齐全拎包入住,丰台洋桥,4600元/月
整租 · 定安里 1室1厅 4500元,东城永定门,4500元/月
拱辰南大街 1室1厅 2500元,房山良乡,2500元/月
国融国际 1室1厅 4500元,亦庄开发区亦庄,4500元/月
整租 ·   中泽家园南向一居室 家电家具齐,通州九棵树(家乐福),3800元/月
整租 · 精装开间 拎包入住 交通便利 家电齐全带车位 随时看房,通州通州北苑,4300元/月
整租 · 中等装修 可直接拎包入住 交通便利,通州通州北苑,3900元/月
贵园北里戊区 1室1厅 4000元,亦庄开发区亦庄,4000元/月
整租 ·   民岳家园精装一居室、看房有钥匙,丰台岳各庄,4500元/月
整租 ·   科技园精装电梯房，业主自住，看房提前约,丰台科技园区,4250元/月
整租 · 乐城 1室0厅 5000元,西城菜户营,5000元/月
整租 · 荣丰2008 1室0厅 3600元,西城广安门,3600元/月
整租 · 左右坊 1室0厅 4400元,丰台马家堡,4400元/月
融科钧廷 1室0厅 2500元,通州马驹桥,2500元/月
晓月新城 1室0厅 3500元,丰台卢沟桥,3500元/月
整租 ·   樱花园一区一居室   装修干净,顺义李桥,2800元/月
整租 ·   3月10日后可入住，朝南精装开间落地阳台，拎包入住,朝阳方庄,5000元/月
左右坊 1室1厅 4300元,丰台马家堡,4300元/月
整租 ·   花涧溪一居精装修 家具家电齐全随时入住,通州临河里,3600元/月
整租 · 新通国际花园 1室1厅 4200元,通州梨园,4200元/月
整租 · 精装开间   拎包入住   交通便利,通州通州北苑,3800元/月
蓝星花园 1室0厅 3200元,顺义后沙峪,3200元/月
整租 · 双龙南里 1室1厅 5000元,朝阳华威桥,5000元/月
整租 · 天龙华鹤 1室1厅 5000元,丰台科技园区,5000元/月
整租 · 华龙美树北向精装修开间，家具家电齐全，近地铁,朝阳管庄,4300元/月
整租 · 长城国际 1室0厅 3800元,通州通州北苑,3800元/月
整租 ·   科技园精装大开间，东南朝向，业主自住房！,丰台科技园区,4200元/月
玺萌丽苑 1室0厅 3900元,丰台草桥,3900元/月
整租 · 张仪村4号院 1室1厅 3800元,丰台青塔,3800元/月
整租 · 国贸  下甸小区 35.35平一居室出租，南向，出行方便,朝阳CBD,4300元/月
整租 · 远洋自然 1室1厅 5000元,丰台大红门,5000元/月
整租 · 香河园中里 1室1厅 5000元,朝阳国展,5000元/月
永乐东区 1室1厅 5000元,石景山鲁谷,5000元/月
整租 · 新通国际花园 1室1厅 3700元,通州梨园,3700元/月
整租 · 后南仓 1室1厅 3200元,通州新华大街,3200元/月
整租 · 南三环中路71号院 1室2厅 5000元,丰台洋桥,5000元/月
东晶国际 1室1厅 5000元,亦庄开发区亦庄,5000元/月
南向、电梯楼、家具家电齐全、采光好,昌平霍营,4500元/月
丰台东路16号院 1室1厅 4000元,丰台玉泉营,4000元/月
加州水郡三期 1室1厅 2600元,房山长阳,2600元/月
整租 · 观澳园 1室0厅 4800元,海淀清河,4800元/月
樱花园一区 1室0厅 3000元,顺义李桥,3000元/月
整租 · 新华联家园北区 1室1厅 4500元,通州果园,4500元/月
绿景苑 1室0厅 3500元,东城广渠门,3500元/月
整租 ·   广安门车站西街开间，朝南，集中供暖，空房可配,西城广安门,4600元/月
整租 ·   西直门附近，时代之光精装一居室,海淀西直门,5000元/月
胜利小区 1室1厅 3400元,顺义顺义城,3400元/月
整租 · 领秀慧谷A区 1室1厅 4800元,昌平回龙观,4800元/月
小街之春 1室1厅 3300元,通州临河里,3300元/月
整租 · 弘善家园 1室0厅 4500元,朝阳潘家园,4500元/月
整租 ·   新奥洋房  近地铁14号线景泰站  新小区人车分流,东城永定门,5000元/月
亦庄北岸 1室0厅 3000元,大兴旧宫,3000元/月
整租 ·   南三环 马家堡 未来66 精装开间,丰台马家堡,5000元/月
整租 · 昌平县城新悦家园小区，精装，低楼层,昌平鼓楼大街,3200元/月
整租 ·   昌平县城新悦家园小区，低楼层，精装修。,昌平鼓楼大街,3200元/月
瑞雪春堂 1室1厅 2800元,房山良乡,2800元/月
整租 · 刘家窑南里 1室1厅 5000元,丰台蒲黄榆,5000元/月
东木樨园 1室1厅 3800元,丰台木樨园,3800元/月
整租 · 巴克摩界 1室0厅 3500元,通州果园,3500元/月
整租 · 长城国际 1室0厅 3900元,通州通州北苑,3900元/月
整租 ·   地铁14号线景泰  郭庄北里朝南一居室  拎包入住,东城永定门,4100元/月
整租 · 左右坊 1室1厅 4600元,丰台马家堡,4600元/月
整租 ·   十里堡北区南向一居室 明厨明卫 拎包入住,朝阳石佛营,5000元/月
美然百度城 1室0厅 3200元,通州玉桥,3200元/月
整租 ·   紧邻地铁、科技园区精装1居室，家电齐全拎包入住,丰台科技园区,4800元/月
时尚街区东区 1室0厅 3800元,通州梨园,3800元/月
整租 · 炫特嘉园三期 1室0厅 5000元,朝阳石佛营,5000元/月
倚山嘉园 1室1厅 3200元,门头沟滨河西区,3200元/月
整租 ·   武夷花园紫荆园 正规一居室 房间干净 拎包入住,通州武夷花园,3500元/月
整租 ·   西二环 广安门  朝南精装 一居室,西城天宁寺,4500元/月
整租 · 柏林爱乐二期 1室0厅 5000元,朝阳常营,5000元/月
整租 · 炫特嘉园二期 1室0厅 4800元,朝阳石佛营,4800元/月
整租 · 玉林里小区 1室1厅 4500元,丰台右安门外,4500元/月
整租 · 农光东里 1室1厅 4700元,朝阳劲松,4700元/月
整租 · 昊天嘉园 1室1厅 2700元,房山良乡,2700元/月
整租 ·  褡裢坡精装开间 拎包入住 采光好,朝阳定福庄,4800元/月
张仪村4号院 1室1厅 3700元,丰台青塔,3700元/月
整租 ·   设计师广场 东南向  民水民电 4400,丰台科技园区,4400元/月
整租 · 八角南路 1室1厅 3800元,石景山八角,3800元/月
,,
